Coordinate x [m],Distributed load q [kN/m],Displacement u [m],Curvature kappa [m-1]
0.7961592318463693,5.490098019603921,-1.2283069815139599e-06,-2.5635858624743563e-06
7.66753350670134,13.987797559511902,-1.8641475693284632e-05,8.515759432169588e-07
9.67393478695739,14.167833566713343,-5.873641706123935e-07,-9.572024294176816e-06
9.145829165833167,9.484896979395879,-2.4118873677916376e-06,-4.199232381254461e-06
1.272254450890178,11.815363072614524,-6.069989503795527e-06,-3.286297641221973e-06
5.091018203640728,6.614322864572914,-1.7213385367179546e-05,2.7532281040637554e-06
2.32246449289858,6.38627725545109,-8.460155795549495e-06,3.71725063600794e-07
4.460892178435687,6.030206041208242,-1.5340658434557652e-05,2.424955727494543e-06
0.2960592118423685,11.449289857971594,-3.937501585946072e-07,-7.896418133739906e-06
5.061012202440488,6.098219643928786,-1.5876051392615033e-05,2.5397898239065513e-06
8.141628325665133,14.693938787757551,-1.4015696482290302e-05,-1.128858323239973e-06
2.52250450090018,12.72754550910182,-1.8867294877487626e-05,1.3970704604723383e-06
9.365873174634928,5.058011602320464,-7.433911313322945e-07,-2.7129948283259908e-06
0.666133226645329,12.921584316863374,-2.081372983317684e-06,-6.750925579523988e-06
1.8123624724944989,7.888577715543109,-7.237603783382573e-06,-7.208975457254967e-07
6.34126825365073,13.627725545109023,-3.056507918104518e-05,4.452404704403022e-06
0.9661932386477295,5.968193638727746,-1.8945289441841888e-06,-2.36885473229576e-06
5.651130226045209,11.47129425885177,-2.8868526374624818e-05,4.536531382181828e-06
3.5567113422684535,7.350470094018804,-1.6084823108572492e-05,2.2971142203302026e-06
4.932986597319464,5.548109621924385,-1.4443011892206077e-05,2.3104665710050976e-06
0.3180636127225445,13.767753550710141,-5.440067225569843e-07,-9.353257611083896e-06
3.126625325065013,12.093418683736747,-2.327177805676304e-05,2.916812051803637e-06
0.8041608321664333,14.253850770154031,-3.2478019080028395e-06,-6.607894920290979e-06
8.517703540708142,7.2444488897779555,-4.8118191279336716e-06,-1.4637064388635852e-06
9.551910382076416,8.17863572714543,-6.242806373964096e-07,-5.06525597836349e-06
2.1904380876175233,9.266853370674134,-1.1298905044280485e-05,2.0372954444742006e-07
6.109221844368874,13.365673134626926,-3.1464752795092676e-05,4.746792238332573e-06
8.537707541508302,12.503500700140028,-8.120287568885295e-06,-2.6145078260756302e-06
7.423484696939388,10.273054610922184,-1.5659195379387602e-05,1.2636141000697906e-06
0.9061812362472494,8.922784556911383,-2.5247122370430864e-06,-3.7591774931913557e-06
8.171634326865373,12.759551910382076,-1.1867743400077889e-05,-1.1011052902836835e-06
7.723544708941788,5.176035207041409,-6.667109075673142e-06,2.3696861023180052e-07
8.781756351270253,6.9743948789757955,-3.326031590527772e-06,-2.0812807051193733e-06
3.804760952190438,7.518503700740148,-1.740568281278922e-05,2.5956645162841275e-06
4.824964992998599,9.254850970194038,-2.4042139093797398e-05,3.842010743402158e-06
2.7245449089817964,9.272854570914184,-1.5181352947926904e-05,1.4630883632257024e-06
7.555511102220444,10.613122624524905,-1.508466864880707e-05,9.566118654334871e-07
7.179435887177435,8.224644928985796,-1.4052659104948222e-05,1.4736065670192147e-06
7.795559111822365,7.882576515303061,-9.699478997386973e-06,2.042306940103528e-07
6.823364672934587,8.770754150830166,-1.716949746415073e-05,2.1964926781453373e-06
7.271454290858172,13.349669933986798,-2.18959761000532e-05,2.118478303881873e-06
5.101020204040808,11.469293858771755,-2.9843573342444856e-05,4.773020187154726e-06
9.287857571514303,8.616723344668934,-1.570708970041251e-06,-4.330932843195292e-06
3.142628525705141,13.201640328065613,-2.5545717448890052e-05,3.223513523751746e-06
1.2162432486497299,13.265653130626125,-6.308395034782042e-06,-3.968739716913132e-06
4.344868973794759,8.35267053410682,-2.1011295049912975e-05,3.301032473820138e-06
1.3502700540108021,14.585917183436687,-8.290273738910566e-06,-3.6371409142207197e-06
8.351670334066814,14.433886777355472,-1.1397428819642489e-05,-2.093173894205748e-06
0.7521504300860172,14.817963592718543,-2.987226899734714e-06,-7.194782676122645e-06
6.019203840768154,14.135827165433087,-3.381644626597633e-05,5.155729754106136e-06
7.803560712142429,13.111622324464893,-1.6049785152518557e-05,3.10339425850598e-07
7.481496299259852,13.32366473294659,-1.97094530175054e-05,1.4492879268198013e-06
0.26805361072214445,12.261452290458092,-3.476749571855406e-07,-8.618564575219663e-06
3.308661732346469,14.25985197039408,-2.9122890889318778e-05,3.9020004388211215e-06
3.7507501500300062,9.270854170834166,-2.1222696117486683e-05,3.1394394780125173e-06
8.689737947589517,14.841968393678735,-8.016964247817664e-06,-3.918897666997156e-06
1.0662132426485298,9.306861372274454,-3.51844941764837e-06,-3.3231753586273846e-06
9.527905581116224,14.445889177835568,-1.2178271701057426e-06,-8.789309187499048e-06
4.438887777555511,12.695539107821563,-3.223380358344934e-05,5.0899503883797016e-06
5.753150630126025,11.269253850770154,-2.803038900517788e-05,4.375906186271366e-06
4.222844568913783,9.832966593318663,-2.4384374482233155e-05,3.8001282948919407e-06
1.866373274654931,12.673534706941389,-1.2168919155711225e-05,-9.418230355767815e-07
5.273054610922184,10.015003000600121,-2.5925405034915973e-05,4.135582576342312e-06
6.097219443888778,9.290858171634326,-2.1920805359264754e-05,3.311932106625279e-06
8.789757951590317,8.260652130426084,-3.894945627890352e-06,-2.4901454978011414e-06
0.9281856371274255,7.816563312662533,-2.3092056164485204e-06,-3.2229014946744087e-06
4.096819363872775,8.772754550910182,-2.1379153893826827e-05,3.2975021348403584e-06
5.593118623724745,12.191438287657531,-3.0861319047338355e-05,4.865324831198665e-06
9.047809561912382,9.822964592918584,-3.0378468169748455e-06,-3.954445058299879e-06
4.0728145629125825,11.447289457891578,-2.7795707071256767e-05,4.277657751866406e-06
0.7621524304860973,12.879575915183036,-2.6602079258634245e-06,-6.1989519233627135e-06
7.873574714942989,5.692138427685537,-6.648265779579179e-06,2.1602146595871817e-08
1.7243448689737948,11.223244648929786,-9.5227024556909e-06,-1.3448719810480826e-06
7.393478695739148,9.35887177435487,-1.4482130774246148e-05,1.2188026266294055e-06
1.1342268453690738,7.424484896979395,-3.1281542540686294e-06,-2.4541147594148435e-06
2.5625125025005002,10.083016603320665,-1.526032292873572e-05,1.2059227525170957e-06
2.004400880176035,6.7123424684936985,-7.183466276436651e-06,-2.1488918462579336e-07
0.2760552110422084,11.889377875575114,-3.569642770076502e-07,-8.312054918604401e-06
7.251450290058012,8.914782956591319,-1.4755586373556835e-05,1.455028495405465e-06
6.4452890578115625,5.086017203440688,-1.1123973968697143e-05,1.587974822849432e-06
5.773154630926185,13.003600720144028,-3.226350045684774e-05,5.0295100927880266e-06
0.616123224644929,12.757551510302061,-1.7768707599500432e-06,-6.9433243586384745e-06
7.057411482296459,12.95359071814363,-2.3277100442807413e-05,2.6557395509630836e-06
0.6081216243248649,10.503100620124025,-1.4275525290487897e-06,-5.753211130372247e-06
2.540508101620324,12.107421484296859,-1.8117575561622962e-05,1.3828085457014584e-06
1.6343268653730747,13.289657931586317,-1.035099702809685e-05,-1.989742413995223e-06
2.1964392878575714,6.290258051610322,-7.699832086672451e-06,1.4888432749823684e-07
2.658531706341268,6.058211642328466,-9.615740686057588e-06,8.635555297981243e-07
3.9307861572314464,13.065613122624525,-3.098434131227386e-05,4.697163104807553e-06
7.167433486697339,7.434486897379475,-1.2768131142531783e-05,1.3514281717758262e-06
6.029205841168234,5.4040808161632325,-1.2905818839056703e-05,1.9654827477064194e-06
1.3802760552110422,7.606521304260852,-4.48635325505132e-06,-1.8138009064022428e-06
8.357671534306862,6.734346869373875,-5.286580854956382e-06,-9.901593704443982e-07
1.0042008401680336,13.459691938387678,-4.576616696856567e-06,-5.136943646762583e-06
0.582116423284657,14.803960792158431,-1.85392868354864e-06,-8.278642800075806e-06
5.859171834366873,13.727745549109821,-3.366936038986248e-05,5.213219198474489e-06
5.629125825165033,14.493898779755952,-3.655884815397626e-05,5.752290739181304e-06
8.429685937187438,12.139427885577115,-8.863041989834916e-06,-2.08155516189384e-06
5.6631326265253055,8.952790558111623,-2.2501575662756074e-05,3.5334822085688804e-06
2.2784556911382277,5.194038807761553,-6.698590959026397e-06,2.406216149963289e-07
1.898379675935187,14.285857171434287,-1.4080075589446004e-05,-9.190915507468154e-07
2.7585517103420685,10.301060212042408,-1.7127099092009043e-05,1.7044355174918692e-06
9.575915183036606,13.239647929585917,-9.097691889524325e-07,-8.34472927189571e-06
8.205641128225645,5.844168833766753,-5.279042559974453e-06,-5.677030600828872e-07
1.7823564712942588,5.092018403680736,-4.551582865263577e-06,-5.142675189033536e-07
7.549509901980396,7.906581316263253,-1.1275113495509535e-05,7.247696613302397e-07
7.365473094618924,7.414482896579315,-1.1632583998505531e-05,1.0149946523001371e-06
3.052610522104421,9.804960992198438,-1.8374719385394242e-05,2.22622009696291e-06
8.371674334866974,11.895379075815164,-9.210309666705816e-06,-1.805037228180217e-06
3.670734146829366,8.956791358271655,-2.01443730692406e-05,2.9406873010216617e-06
0.22604520904180836,11.611322264452891,-2.3615747805340072e-07,-8.393424862340236e-06
8.515703140628126,13.139627925585117,-8.746904597195032e-06,-2.6455558383574854e-06
7.189437887577515,9.920984196839367,-1.687795261058119e-05,1.7558629424426235e-06
2.9305861172234446,11.997399479895979,-2.145614378564575e-05,2.4299889919826154e-06
2.9005801160232045,7.2484496899379876,-1.2807057026983135e-05,1.4227871299882515e-06
5.027005401080216,12.96759351870374,-3.376780457574524e-05,5.402691108218551e-06
8.569713942788558,10.2750550110022,-6.432079074615017e-06,-2.2654052377454773e-06
7.625525105021004,9.898979795959193,-1.3522402880417843e-05,7.12702419633189e-07
8.74374874974995,12.973594718943788,-6.522249958072343e-06,-3.6860067245100457e-06
5.175035007001401,11.345269053810762,-2.947260172278655e-05,4.709816044786619e-06
4.054810962192438,8.622724544908982,-2.0878814295534074e-05,3.2076324119902996e-06
8.631726345269055,9.386877375475095,-5.455708519677085e-06,-2.2791821286268905e-06
