Coordinate x [m],Distributed load q [kN/m],Displacement u [m],Curvature kappa [m-1]
1.9394939493949397,1.0937093709370937,7.979344586643276,12.727456243974235
1.0898089808980898,1.9355935593559357,2.5053321748299866,12.65656346612759
1.2398239823982398,1.2293229322932293,2.3428586190604492,9.144864321415639
1.5906590659065907,1.0192019201920193,4.101961202748973,9.727216646057046
1.2343234323432344,1.8675867586758677,3.51210674538757,13.831236589005437
1.8225822582258226,1.0053005300530053,6.086355653994409,10.993457461557737
1.5506550655065507,1.9596959695969596,7.306919218089998,18.232874892649782
1.6451645164516453,1.0265026502650265,4.570756407035713,10.132594417557568
1.267026702670267,1.0984098409840983,2.2341983076756833,8.350287594015928
1.3497349734973496,1.9793979397939794,4.867193557405747,16.02997575485121
1.1087108710871088,1.4737473747374739,2.0085283315258664,9.803758413645147
1.181918191819182,1.469146914691469,2.4256463306527913,10.418468789573227
1.230823082308231,1.6016601660166017,2.9864639127456742,11.828161814081199
1.6084608460846086,1.5376537653765376,6.398674773336956,14.83953525865638
1.3724372437243724,1.9366936693669368,5.0065483864974665,15.947943129146397
1.3184318431843185,1.248124812481248,2.860428312670587,9.873404982262402
1.6387638763876389,1.3909390939093909,6.121491630677465,13.67652444812438
1.3728372837283729,1.7533753375337535,4.536616724570287,14.442594214416943
1.2702270227022703,1.0212021202120212,2.092935048313525,7.782951172404969
1.7883788378837884,1.146114611461146,6.555511985390987,12.298122701559084
1.293029302930293,1.906990699069907,4.122623514973574,14.794769125877483
1.598859885988599,1.351935193519352,5.525697339047578,12.969329696245953
1.4890489048904891,1.2933293329332933,4.270080005468058,11.554983761202404
1.6718671867186718,1.9122912291229124,8.936333237968775,19.182581744523088
1.5423542354235424,1.020902090209021,3.7457301285447118,9.447555976719784
1.3213321332133212,1.1865186518651865,2.737225388606326,9.406711328198526
1.3017301730173019,1.5481548154815483,3.414894590528805,12.09167901488619
1.0382038203820383,1.612861286128613,1.804865674862355,10.046872494030083
1.4237423742374238,1.344934493449345,3.8814622340104648,11.489041373384264
1.4721472147214723,1.8888888888888888,6.026430283409253,16.684335100176686
1.954795479547955,1.6681668166816683,12.460729147469532,19.565549714287364
1.947794779477948,1.4696469646964696,10.86031981380741,17.175424113068374
1.4795479547954795,1.571957195719572,5.091290220960946,13.95471632371758
1.4747474747474747,1.3529352935293528,4.339403248548402,11.971427445774879
1.9366936693669368,1.5905590559055907,11.554006233158708,18.482553925959653
1.5334533453345336,1.5142514251425143,5.460214361936877,13.932203481374241
1.6652665266526654,1.195019501950195,5.518566115949187,11.940155851768797
1.9032903290329033,1.03980398039804,7.169132353542755,11.874293159889048
1.058005800580058,1.6972697269726973,2.01008772433865,10.77432729771627
1.9491949194919491,1.5062506250625063,11.154832474673437,17.61585639512046
1.6526652665266526,1.8612861286128615,8.401712961101206,18.456497614958018
1.4346434643464345,1.1838183818381838,3.495562179650023,10.190143826863933
1.4974497449744975,1.349134913491349,4.530145488797543,12.121570392862868
1.7913791379137916,1.9863986398639866,11.419022948515222,21.35035849819606
1.5611561156115612,1.136113611361136,4.322756445646163,10.641904274435845
1.848084808480848,1.5128512851285127,9.549088750947984,16.775264865220393
1.6625662566256625,1.4082408240824082,6.471632027263324,14.047762051932764
1.5615561556155617,1.061006100610061,4.040086847292497,9.940923645319828
1.5602560256025604,1.4716471647164717,5.58973608465973,13.776878137858793
1.4857485748574857,1.2681268126812681,4.159093197682404,11.304705628078558
1.6734673467346735,1.161916191619162,5.445359184453638,11.666572837901853
1.8451845184518452,1.388038803880388,8.720090932089759,15.367126271583052
1.6332633263326333,1.9662966296629665,8.566781025587415,19.268881043519897
1.6798679867986799,1.4724472447244725,6.98015722793719,14.841101931975377
1.5313531353135312,1.0829082908290828,3.8888190441220183,9.9498900385088
1.282128212821282,1.2844284428442845,2.70709991099163,9.880811663524588
1.93009300930093,1.8749874987498751,13.481340866913284,21.713401583182623
1.2375237523752376,1.3921392139213922,2.63841615084253,10.33683206304429
1.1478147814781479,1.8123812381238125,2.740722072853843,12.481667848753073
1.5013501350135012,1.5346534653465347,5.193453966211635,13.824313124381746
1.155915591559156,1.418041804180418,2.1901174192069024,9.834819785608923
1.8885888588858886,1.960896089608961,13.208906031096523,22.21995904961033
1.3986398639863986,1.7983798379837985,4.920385521926396,15.091714391961247
1.4429442944294428,1.394039403940394,4.188164637236981,12.069127224753679
1.3951395139513951,1.426042604260426,3.8724464275022044,11.937170314691235
1.2932293229322933,1.5851585158515853,3.428461904596073,12.299840845170628
1.641964196419642,1.5992599259925993,7.079622547473187,15.755565235491447
1.0713071307130713,1.7061706170617061,2.0978017594464315,10.96699648962796
1.808980898089809,1.216921692169217,7.203848577800951,13.20832857363144
1.605860586058606,1.5842584258425843,6.560690381064678,15.264588985151143
1.8711871187118714,1.3706370637063707,8.979954348703643,15.388310508218542
