Coordinate x [m],Distributed load q [kN/m],Displacement u [m],Curvature kappa [m-1]
0.7961592318463693,5.490098019603921,2.7706387524413083,26.225953332294786
7.66753350670134,13.987797559511902,6305.454349251681,643.5114388350764
9.67393478695739,14.167833566713343,12826.640206808146,822.3521879811049
9.145829165833167,9.484896979395879,7256.076838506819,520.4834845744905
1.272254450890178,11.815363072614524,24.331506996638204,90.19288954810366
5.091018203640728,6.614322864572914,872.7690561853019,202.0418286497868
2.32246449289858,6.38627725545109,80.00092677723927,88.9914130055457
4.460892178435687,6.030206041208242,535.3001071748429,161.40059378148885
0.2960592118423685,11.449289857971594,0.2971079592630072,20.33800638903536
5.061012202440488,6.098219643928786,790.5242846792106,185.17898418651527
8.141628325665133,14.693938787757551,7929.979118857843,717.7955294999788
2.52250450090018,12.72754550910182,204.28689523967373,192.6317449927273
9.365873174634928,5.058011602320464,4155.512940253076,284.23617109899277
0.666133226645329,12.921584316863374,3.8194344070075643,51.644979926171274
1.8123624724944989,7.888577715543109,46.96062747286636,85.78177327804029
6.34126825365073,13.627725545109023,3474.975563567913,518.5023802119896
0.9661932386477295,5.968193638727746,5.383130241446151,34.598570044074826
5.651130226045209,11.47129425885177,2070.228897954673,388.9546663083367
3.5567113422684535,7.350470094018804,330.72039242561283,156.86100212641048
4.932986597319464,5.548109621924385,666.000936696139,164.2125024324729
0.3180636127225445,13.767753550710141,0.4430013462508529,26.27412860047505
3.126625325065013,12.093418683736747,369.6380006894752,226.86953473911427
0.8041608321664333,14.253850770154031,7.41243600051696,68.77433098141933
8.517703540708142,7.2444488897779555,4476.853819725445,370.23640775364515
9.551910382076416,8.17863572714543,7127.735623945686,468.7295730800492
2.1904380876175233,9.266853370674134,97.3924382145028,121.7908114529487
6.109221844368874,13.365673134626926,3047.5337497967103,489.92317367254213
8.537707541508302,12.503500700140028,7781.358864108809,640.5073933370392
7.423484696939388,10.273054610922184,4202.648320721867,457.57118217002073
0.9061812362472494,8.922784556911383,6.639656359918867,48.51395964329894
8.171634326865373,12.759551910382076,6962.451700936127,625.598354317793
7.723544708941788,5.176035207041409,2384.7739350520064,239.8640360198465
8.781756351270253,6.9743948789757955,4723.356039273108,367.4846191482746
3.804760952190438,7.518503700740148,414.1079283118855,171.6366557968525
4.824964992998599,9.254850970194038,1039.5656717115442,267.92599167963215
2.7245449089817964,9.272854570914184,187.54062591688833,151.58585227747693
7.555511102220444,10.613122624524905,4577.5671763319215,481.1253949129494
7.179435887177435,8.224644928985796,3043.6038345528077,354.2898657747152
7.795559111822365,7.882576515303061,3734.306857904274,368.69454707104654
6.823364672934587,8.770754150830166,2786.3308639916563,359.0763241666137
7.271454290858172,13.349669933986798,5132.563880754506,582.4290883381718
5.101020204040808,11.469293858771755,1522.3265129006697,351.0305981980553
9.287857571514303,8.616723344668934,6903.809355717681,480.18539495056444
3.142628525705141,13.201640328065613,409.7387529404746,248.92710888647022
1.2162432486497299,13.265653130626125,23.866567592909792,96.80556635431907
4.344868973794759,8.35267053410682,685.1022656759029,217.7475543118225
1.3502700540108021,14.585917183436687,35.9083667015022,118.16956309845685
8.351670334066814,14.433886777355472,8408.205615917435,723.2823840223136
0.7521504300860172,14.817963592718543,6.305254894376085,66.8720261355732
6.019203840768154,14.135827165433087,3082.7505187331617,510.51855099965786
7.803560712142429,13.111622324464893,6230.671746702787,613.904045061863
7.481496299259852,13.32366473294659,5579.420479933565,598.0856903527135
0.26805361072214445,12.261452290458092,0.2361603030595317,19.720359354927595
3.308661732346469,14.25985197039408,516.5021368202546,283.0861591402097
3.7507501500300062,9.270854170834166,489.18615340870343,208.63594603297534
8.689737947589517,14.841968393678735,9738.936673801676,773.836895804846
1.0662132426485298,9.306861372274454,11.280684731061479,59.538593055678554
9.527905581116224,14.445889177835568,12495.010145902279,825.8344087301158
4.438887777555511,12.695539107821563,1110.3851476058755,338.12444025112285
5.753150630126025,11.269253850770154,2145.9144133430163,389.00228935565065
4.222844568913783,9.832966593318663,740.4570174188324,249.13853744943827
1.866373274654931,12.673534706941389,82.39356219014967,141.92127883468274
5.273054610922184,10.015003000600121,1468.3780750637227,316.85794650428386
6.097219443888778,9.290858171634326,2105.9657711972645,339.89040656701053
8.789757951590317,8.260652130426084,5609.770330682016,435.654796492405
0.9281856371274255,7.816563312662533,6.250580911669927,43.5313307910632
4.096819363872775,8.772754550910182,603.2209624677013,215.64234431203104
5.593118623724745,12.191438287657531,2133.128585397747,409.1289632201295
9.047809561912382,9.822964592918584,7275.668976562361,533.2578778208133
4.0728145629125825,11.447289457891578,773.3686717370149,279.736123259859
0.7621524304860973,12.879575915183036,5.701998254762684,58.897200524321704
7.873574714942989,5.692138427685537,2778.3778769437363,268.90486318908114
1.7243448689737948,11.223244648929786,57.542777021896306,116.11646594171805
7.393478695739148,9.35887177435487,3782.4219438496607,415.16771447908303
1.1342268453690738,7.424484896979395,10.833432820571232,50.52630049914764
