Coordinate x [m],Distributed load q [kN/m],Displacement u [m],Curvature kappa [m-1]
0.7961592318463693,5.796159231846369,-1.2967824663642554e-06,-2.706500286580232e-06,
7.66753350670134,12.66753350670134,-1.6881965652874496e-05,7.711983783226873e-07,
9.67393478695739,14.67393478695739,-6.08345905192688e-07,-9.913954706662059e-06,
9.145829165833167,14.145829165833167,-3.5971025037094936e-06,-6.262758996950526e-06,
1.272254450890178,6.272254450890178,-3.222289357343752e-06,-1.7445502842718184e-06,
5.091018203640728,10.09101820364073,-2.6261280049822235e-05,4.200411060320464e-06,
2.32246449289858,7.32246449289858,-9.700360309979303e-06,4.2621757096654865e-07,
4.460892178435687,9.460892178435687,-2.4068218300295376e-05,3.8045540265999135e-06,
0.2960592118423685,5.296059211842368,-1.8213567657538615e-07,-3.6526193778416004e-06,
5.061012202440488,10.061012202440487,-2.6192750690227095e-05,4.190215817398064e-06,
8.141628325665133,13.141628325665133,-1.253503751145683e-05,-1.009602444289021e-06,
2.52250450090018,7.52250450090018,-1.115134968751155e-05,8.257262815884053e-07,
9.365873174634928,14.365873174634928,-2.1113954556705057e-06,-7.705506173471666e-06,
0.666133226645329,5.666133226645329,-9.126850337096275e-07,-2.960290533942517e-06,
1.8123624724944989,6.812362472494499,-6.250198981693763e-06,-6.225476333125849e-07,
6.34126825365073,11.34126825365073,-2.5436875804320825e-05,3.705381060053274e-06,
0.9661932386477295,5.96619323864773,-1.8938939420242478e-06,-2.3680607471332678e-06,
5.651130226045209,10.65113022604521,-2.6804511061415964e-05,4.21218263918862e-06,
3.5567113422684535,8.556711342268454,-1.872440627212378e-05,2.674079759821048e-06,
4.932986597319464,9.932986597319463,-2.5857860303136567e-05,4.136514064656863e-06,
0.3180636127225445,5.318063612722544,-2.1013321785946134e-07,-3.6128783667368736e-06,
3.126625325065013,8.126625325065014,-1.563834229684887e-05,1.9600610305933796e-06,
0.8041608321664333,5.804160832166433,-1.3225032960592577e-06,-2.6907314730509127e-06,
8.517703540708142,13.517703540708142,-8.978563511531626e-06,-2.7311877014001595e-06,
9.551910382076416,14.551910382076416,-1.1107568782536829e-06,-9.012401764609323e-06,
2.1904380876175233,7.190438087617523,-8.767169817952768e-06,1.5808005343038345e-07,
6.109221844368874,11.109221844368875,-2.6152735859843924e-05,3.945418049177571e-06,
8.537707541508302,13.537707541508302,-8.791944024067074e-06,-2.8307626130656483e-06,
7.423484696939388,12.423484696939388,-1.8937091403697154e-05,1.5281229419693186e-06,
0.9061812362472494,5.9061812362472494,-1.6711608294742098e-06,-2.488279688072521e-06,
8.171634326865373,13.171634326865373,-1.2251023973945735e-05,-1.136666580524091e-06,
7.723544708941788,12.723544708941787,-1.6388849188722327e-05,5.825077663301903e-07,
8.781756351270253,13.781756351270253,-6.5724063223694485e-06,-4.112715737249368e-06,
3.804760952190438,8.804760952190438,-2.0383427670744113e-05,3.039727914972618e-06,
4.824964992998599,9.824964992998598,-2.552317435624898e-05,4.078684916507013e-06,
2.7245449089817964,7.724544908981796,-1.2646487845630404e-05,1.2187931646200087e-06,
7.555511102220444,12.555511102220443,-1.784542885199087e-05,1.1316886953903084e-06,
7.179435887177435,12.179435887177435,-2.0809829736222126e-05,2.182184989248812e-06,
7.795559111822365,12.795559111822364,-1.574488450876431e-05,3.3152179526385526e-07,
6.823364672934587,11.823364672934588,-2.3145242276625136e-05,2.9609693178647555e-06,
7.271454290858172,12.271454290858172,-2.0127499121267153e-05,1.9473747141924545e-06,
5.101020204040808,10.101020204040807,-2.6283269136247535e-05,4.203604331566718e-06,
9.287857571514303,14.287857571514303,-2.604477961351047e-06,-7.181355271624464e-06,
3.142628525705141,8.142628525705142,-1.575632136915023e-05,1.9882281685629944e-06,
1.2162432486497299,6.21624324864973,-2.9560940316044923e-06,-1.8597389233668936e-06,
4.344868973794759,9.344868973794759,-2.3507188318924308e-05,3.693156077463962e-06,
1.3502700540108021,6.350270054010802,-3.60933607408237e-06,-1.5835018627434242e-06,
8.351670334066814,13.351670334066814,-1.0542878339228576e-05,-1.9362329924296672e-06,
0.7521504300860172,5.752150430086017,-1.1596045832179777e-06,-2.7929257624287093e-06,
6.019203840768154,11.019203840768153,-2.63607010905159e-05,4.019010450788035e-06,
7.803560712142429,12.803560712142428,-1.5672690497931963e-05,3.030479052798463e-07,
7.481496299259852,12.481496299259852,-1.8463648690447403e-05,1.3576806575170257e-06,
0.26805361072214445,5.268053610722144,-1.4937629492587018e-07,-3.7029104835371546e-06,
3.308661732346469,8.308661732346469,-1.6968777065130887e-05,2.2735440587281373e-06,
3.7507501500300062,8.750750150030006,-2.0032082029549142e-05,2.963313841097369e-06,
8.689737947589517,13.689737947589517,-7.394581148317297e-06,-3.61466085101355e-06,
1.0662132426485298,6.06621324264853,-2.2933257085478095e-06,-2.166046055892003e-06,
9.527905581116224,14.527905581116224,-1.2247413726916785e-06,-8.839210409778001e-06,
4.438887777555511,9.438887777555511,-2.396520951839687e-05,3.784279667150338e-06,
5.753150630126025,10.753150630126026,-2.674666834070004e-05,4.175500790681056e-06,
4.222844568913783,9.222844568913782,-2.2871357654427015e-05,3.5643355718847105e-06,
1.866373274654931,6.866373274654931,-6.5929784550515e-06,-5.102687348460741e-07,
5.273054610922184,10.273054610922184,-2.6593412075663828e-05,4.242142079457892e-06,
6.097219443888778,11.097219443888779,-2.6182725316077352e-05,3.955849577242705e-06,
8.789757951590317,13.789757951590317,-6.501951249754725e-06,-4.15687564816374e-06,
0.9281856371274255,5.9281856371274255,-1.7513322698260245e-06,-2.4442913831011165e-06,
4.096819363872775,9.096819363872775,-2.2168898034928174e-05,3.4193115854945914e-06,
5.593118623724745,10.593118623724745,-2.6815344165260523e-05,4.227471924458533e-06,
9.047809561912382,14.047809561912382,-4.344420990165125e-06,-5.655247005785743e-06,
4.0728145629125825,9.072814562912583,-2.2030131834283105e-05,3.3903567904919325e-06,
0.7621524304860973,5.762152430486097,-1.190141947728445e-06,-2.773329349265558e-06,
7.873574714942989,12.87357471494299,-1.5035991714806471e-05,4.885630448699107e-08,
1.7243448689737948,6.724344868973795,-5.70547443272524e-06,-8.057725985728776e-07,
7.393478695739148,12.393478695739148,-1.917795045673656e-05,1.6139984339601327e-06,
1.1342268453690738,6.134226845369074,-2.5845305186855588e-06,-2.0276284277908172e-06,
2.5625125025005002,7.5625125025005,-1.1445620639239237e-05,9.044719702193988e-07,
2.004400880176035,7.004400880176036,-7.4960235931881805e-06,-2.2423915361860097e-07,
0.2760552110422084,5.276055211042208,-1.5840721470643184e-07,-3.6885748881667555e-06,
7.251450290058012,12.251450290058012,-2.0278377368977638e-05,1.999623475846689e-06,
6.4452890578115625,11.445289057811562,-2.5032769739193988e-05,3.573489852087719e-06,
5.773154630926185,10.773154630926186,-2.6729494917368434e-05,4.166822029799233e-06,
0.616123224644929,5.616123224644929,-7.822131961677374e-07,-3.0565869285578225e-06,
7.057411482296459,12.057411482296459,-2.1666701091656503e-05,2.472005272709441e-06,
0.6081216243248649,5.608121624324865,-7.622404561828935e-07,-3.071922179601675e-06,
2.540508101620324,7.540508101620324,-1.1283635039989715e-05,8.612138476698301e-07,
1.6343268653730747,6.634326865373074,-5.167318678961873e-06,-9.932988208045693e-07,
2.1964392878575714,7.196439287857571,-8.809078051138223e-06,1.7033276138492833e-07,
2.658531706341268,7.658531706341268,-1.2155807566970931e-05,1.0916699177256458e-06,
3.9307861572314464,8.930786157231447,-2.117883974410881e-05,3.2106690165219822e-06,
7.167433486697339,12.16743348669734,-2.0896584871370798e-05,2.211775018115556e-06,
6.029205841168234,11.029205841168235,-2.6339526992092956e-05,4.011360033122096e-06,
1.3802760552110422,6.380276055211042,-3.7631094561436386e-06,-1.5213985512084032e-06,
8.357671534306862,13.357671534306862,-1.0486007324809519e-05,-1.9639950085080854e-06,
1.0042008401680336,6.004200840168034,-2.0415716750561027e-06,-2.2915265446619445e-06,
0.582116423284657,5.582116423284657,-6.99059251596849e-07,-3.1216205301819525e-06,
5.859171834366873,10.859171834366872,-2.6633751967412526e-05,4.123855798749546e-06,
5.629125825165033,10.629125825165033,-2.6810494743793093e-05,4.21845239702434e-06,
8.429685937187438,13.429685937187438,-9.805064249609742e-06,-2.302796503151404e-06,
5.6631326265253055,10.663132626525305,-2.6800279090676182e-05,4.2085190286619186e-06,
2.2784556911382277,7.278455691138228,-9.386798846299844e-06,3.3718534418029754e-07,
1.898379675935187,6.898379675935187,-6.799011506014779e-06,-4.4381253416654667e-07,
2.7585517103420685,7.7585517103420685,-1.2899787130470356e-05,1.2837466073584263e-06,
9.575915183036606,14.575915183036606,-1.0015914777218251e-06,-9.186956234746255e-06,
8.205641128225645,13.205641128225645,-1.1928666595814254e-05,-1.282797108039425e-06,
1.7823564712942588,6.782356471294259,-6.062518839000652e-06,-6.849829199928581e-07,
7.549509901980396,12.549509901980397,-1.7896122584207226e-05,1.1503712764972192e-06,
7.365473094618924,12.365473094618924,-1.9400193710174546e-05,1.6927531210557936e-06,
3.052610522104421,8.052610522104422,-1.509077484155963e-05,1.828348260802651e-06,
8.371674334866974,13.371674334866974,-1.035337004407551e-05,-2.0290542927386966e-06,
3.670734146829366,8.670734146829366,-1.9501012857313987e-05,2.846769202965582e-06,
0.22604520904180836,5.226045209041809,-1.0629019061323272e-07,-3.7777280476981424e-06,
8.515703140628126,13.515703140628126,-8.997253697335499e-06,-2.7212754847929284e-06,
7.189437887577515,12.189437887577515,-2.073713161257717e-05,2.157344659698382e-06,
2.9305861172234446,7.930586117223445,-1.4183056613287634e-05,1.6062845116657073e-06,
2.9005801160232045,7.900580116023205,-1.3959285698377231e-05,1.5507928163070512e-06,
5.027005401080216,10.027005401080217,-2.6110469793432013e-05,4.177553286532277e-06,
8.569713942788558,13.569713942788558,-8.494501781884742e-06,-2.9917991687426165e-06,
7.625525105021004,12.625525105021005,-1.7246972977620934e-05,9.090070367818271e-07,
8.74374874974995,13.74374874974995,-6.909431552992991e-06,-3.904819859802063e-06,
5.175035007001401,10.175035007001402,-2.6432581973543826e-05,4.224011163150338e-06,
4.054810962192438,9.054810962192438,-2.192505577281869e-05,3.3683675009567543e-06,
8.631726345269055,13.631726345269055,-7.922839788458073e-06,-3.309853301124762e-06,
2.9405881176235247,7.940588117623525,-1.4257614467840492e-05,1.624706278181819e-06,
8.697739547909581,13.697739547909581,-7.3222771568492716e-06,-3.6572584006986654e-06,
9.089817963592719,14.089817963592719,-4.01847279201e-06,-5.912987704678255e-06,
7.693538707741548,12.69353870774155,-1.665390555264503e-05,6.842976050194379e-07,
0.4280856171234247,5.428085617123425,-3.7974698228604986e-07,-3.4112988048543464e-06,
4.930986197239448,9.930986197239449,-2.5852089922438218e-05,4.135545898339916e-06,
9.669933986797359,14.669933986797359,-6.226809099788029e-07,-9.883831427775985e-06,
